pct_sand,6,12.12121212,0,4,7,10,5,0,11,3,10,0,5,7,12.37113402,8,26.53061224,13.54166667,7.446808511,19,10.1010101,0,9,7.142857143,3.191489362,27,0,4,4,0,4,0,0,0,12,0,8,0,0,0,0,,
pct_gravel,7,13.13131313,2,2,5,1,0,7,12,6,4,4,3,4,10.30927835,4,7.142857143,7.291666667,0,2,4.04040404,1.030927835,12,12.24489796,9.574468085,1,8,0,48,12,4,8,16,0,16,8,4,32,12,0,20,,
pct_pebble,27,48.48484848,21,23,22,25,26,25,39,68,43,32,43,56,22.68041237,30,54.08163265,42.70833333,19.14893617,35,30.3030303,17.5257732,31,25.51020408,37.23404255,9,24,32,48,40,16,28,36,48,36,40,24,40,68,64,16,,
pct_cobble,19,23.23232323,31,63,26,37,40,21,16,23,23,61,47,32,35.05154639,27,10.20408163,31.25,40.42553191,42,35.35353535,53.60824742,31,26.53061224,45.74468085,49,24,60,0,16,28,56,24,32,24,32,32,24,16,32,44,,
pct_boulder,41,0,46,0,39,26,29,47,5,0,19,0,2,1,13.40206186,31,1.020408163,3.125,32.9787234,2,20.2020202,27.83505155,13,28.57142857,4.255319149,10,44,4,0,0,44,4,8,12,8,0,32,0,0,4,0,,
D50,95,40,200,87.5,180,132.5,130,225,40,45,59.5,70,64.5,50,90,110,30,50,170,69,79,180,64,85,65,147,120,81.5,17,25,93,83,31,55,45,30,95,34,50,55,29,,
temp,18.15,11.2,11.65,12.2,12.55,19.96666667,21.8,24,10.6,16.65,21.43333333,10.38333333,17.38333333,18.56666667,24.03333333,16.3,16.8,10,11.6,11.8,19.7,19.5,20.7,13.7,7.7,18.4,16.4,11.5,18.5,10.7,13.7,10.7,22.3,20.1,13.1,21.4,16,12.8,18.8,18.3,22.6,,
pH,8.023333333,6.93,7.383333333,7.343333333,7.48,7.64,7.983333333,8.1,7.103333333,7.563333333,7.816666667,7.356666667,7.393333333,7.096666667,7.726666667,7.79,7.91,6.92,7.23,7.2,7.81,8.4,7.92,7.5,7.62,7.99,7.62,7.22,7.74,6.81,7.36,7.2,7.8,7.77,7.13,7.79,7.36,7.95,7.5,7.33,7.93,,
conductivity,103.6,25.83,38.6,38.2,54.53333333,102.5666667,200.0333333,161.2,50.83333333,150.7666667,159.0666667,75.6,39.73333333,92.46666667,178.0666667,76.5,109.7,26.8,27.7,47.7,158.9,123,145.7,120.2,59.2,202.5,62.2,29.6,117.6,23.6,50,39.4,133.6,215.5,41.5,143.2,84.8,132.9,74.1,86,205.6,,
DO,8.76,8.96,11.3,11.00333333,10.51666667,8.15,10.54333333,8.9,9.823333333,11.17,7.536666667,9.826666667,10.14333333,8.27,7.343333333,9.25,,,9.33,11.11,8.88,9.87,8.14,10.13,10.33,9.39,9.89,9.57,9.25,9.92,9.59,10.57,7.83,9.5,9.62,7.51,7.87,10.24,8.43,8.78,8.21,,
alkalinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turbidity,0.083333333,0.1,0.266666667,0.263333333,0.46,0.53,0.26,0.41,0.46,0.553333333,0.483333333,0.32,0.17,0.073333333,1.21,0.2,,,0.5,,,,,,,0.613333333,0.62,,,,0.39,0.86,1.17,,,,1.82,,0.4,0.36,1.43,,
N,0.23,0.23,0.23,0.23,0.23,0.23,1.046666667,0.346,0.275666667,0.329666667,0.23,0.23,0.23,0.23,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,0.126666667,0.2,0.123333333,0.07,0.323333333,0.123333333,2.2,1.97,0.16,0.12,0.23,0.22,0.093333333,0.093333333,0.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pct_stable,100,88,100,93,100,100,100,100,82.5,87.5,95,92.5,100,100,75,97.5,2.5,0,35,50,77.5,65,92.5,82.5,92.5,75,100,100,90,50,100,90,90,100,60,100,100,50,60,30,80,,
pct_eroding,0,5,0,0,0,0,0,0,7.5,2.5,0,2.5,0,0,5,0,92.5,82.5,30,27.5,7.5,0,2.5,7.5,2.5,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,,
pct_undercut,0,38,8,28,0,5,0,17.5,15,20,7.5,27.5,0,0,32.5,2.5,30,72.5,22.5,27.5,20,0,17.5,5,27.5,37.5,0,0,2,6,0,14,0,0,0,2,0,2,0,0,0,,
avg_embed,13.2,11.6,9.4,6.4,25.04,0,11,17.6,18.6,16.4,22.2,12,4.6,18.4,20.2,1660,4600,2720,1800,1160,2080,2076,1760,2600,2180,2680,12.5,17,15,19,7,5,5.5,0,20.5,20,22,20.25,0,13,30,,
avg_stream_width,,,,,,,,,,,,,,,,942,247.75,237,1030.3,1533.35,564.9,599.5,470,934.75,737,714.45,,,,,,,,,,,,,,,,,
std_dev_stream_width,,,,,,,,,,,,,,,,290.9,77.3,88.8,188.4,333.1,126.3,172.5,157.8,178.1,116,286.6,,,,,,,,,,,,,,,,,
pct_pool,30,17,21,49,0,24,46.66666667,57.33333333,37.33333333,48,78,12.66666667,0,12.66666667,42,27,0,8,39,8,0,0,64,0,12,53,8,0,0,6,17.33333333,44,8,14,12.66666667,48,2.666666667,14,34,16.66666667,34.66666667,,
pct_riffle,57.33333333,71,79,35,93.33333333,52.66666667,49.33333333,23.33333333,55.33333333,26.66666667,18.66666667,78,72,83.33333333,42.66666667,35,72,83,60,50,40,74,30,69,79,37.3,32,55.33333333,43.33333333,48.66666667,31.33333333,17.33333333,32.66666667,24.66666667,37.33333333,17.33333333,46.66666667,32,29.33333333,34.66666667,20,,
pct_transition,12.66666667,13,0,16,6.666666667,23.33333333,4,19.33333333,7.333333333,25.33333333,3.333333333,9.333333333,28,4,15.33333333,38,28,9,1,42,60,26,6,31,9,9.7,60,44.66666667,56.66666667,45.33333333,51.33333333,38.66666667,59.33333333,61.33333333,50,34.66666667,50.66666667,54,36.66666667,48.66666667,45.33333333,,
max_depths,80,23,84,80,95,95,57,85,83,98,105,65,70,76,120,99,21,36,125,97,66,66.5,110,78,71,130,79,45,16,22,100,73,48,30,41,108,77,30,61,57,129,,
avg_Q(cm3/s),144821.3,5845,1791727,963196,1270329,110892,49052,99218.6,58097.928,,4308.5,393988,1760381.5,165543,147555.5,702895,22679.5,46048,1833047.6,777690.6,276756,476732.5,44814.5,841533.5,449261,277201.3,8155.483333,185146.6667,29646,296.5,1640.066667,5956.61,919.5,4521.65,149500,57.8,473812.6667,1919.266667,5156.62,4290.28,880.6333333,,
avg_Q(m3/s),0.1448,0.0058,1.7917,0.9632,1.2703,0.1109,0.0491,0.0992,0.0581,,0.0043,0.394,1.7604,0.1655,0.1476,0.7029,0.0227,0.046,1.833,0.7777,0.2768,0.4767,0.0448,0.8415,0.4493,0.2772,0.0082,0.1851,0.0296,0.0003,0.0016,0.006,0.0009,0.0045,0.1495,0.0001,0.4738,0.0019,0.0052,0.0043,0.0009,,
avg_Q(cfs),5.114316418,0.206414246,63.27424774,34.01494889,44.86124943,3.916114386,1.732255193,3.503872117,2.051709155,,0.152153256,13.9135562,62.16729175,5.846096416,5.210873789,24.82250497,0.800919058,1.626169924,64.73347109,27.4638869,9.773546811,16.83565092,1.582609279,29.71847785,15.86550396,9.789272433,0.288008203,6.538393435,1.046938707,0.0104708,0.057918413,0.210355717,0.032471839,0.159680578,5.279543165,0.002041188,16.73253797,0.067778269,0.182104334,0.151509822,0.031099276,,
std_dev_Q(cm3/s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
std_dev_Q(m3/s),0.085,0.0069,0.6287,0.2613,0.8474,0.0766,0.0462,0.091,0.031,,0.008,0.104,2.4258,0.0864,0.1474,0.2547,0.0079,0.0447,0.9919,0.2075,0.1082,0.1596,0.0405,0.298,0.1627,0.2137,0.0049,0.2889,0.0208,0.0003,0.0012,0.003,0.0008,0.0098,0.0924,0.0001,0.2828,0.001,0.0035,0.0025,0.001,,
std_dev_Q(cfs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
percent_riparian_shade,63%,98%,78%,62%,70%,66%,55%,48%,90%,65%,73%,90%,25%,29%,56%,58%,75%,98%,76%,56%,69%,60%,75%,60%,88%,63%,54%,29%,71%,93%,66%,51%,75%,46%,87%,86%,64%,89%,33%,15%,66%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
